date,country_name,party_name,voting_intention
1965-05-31,Great Britain,Liberal Democrats,10.6
1965-05-24,Great Britain,Conservative,41.43
1965-05-24,Great Britain,Labour,48.08
1965-05-24,Great Britain,Liberal Democrats,10.49
1965-05-10,Great Britain,Conservative,41.07
1965-05-10,Great Britain,Labour,48.44
1965-05-10,Great Britain,Liberal Democrats,10.5
1965-04-30,Great Britain,Conservative,40.89
1965-04-30,Great Britain,Labour,48.65
1965-04-30,Great Britain,Liberal Democrats,10.46
1965-04-12,Great Britain,Conservative,40.69
1965-04-12,Great Britain,Labour,48.89
1965-04-12,Great Britain,Liberal Democrats,10.42
1965-03-31,Great Britain,Conservative,40.87
1965-03-31,Great Britain,Labour,48.88
1965-03-31,Great Britain,Liberal Democrats,10.26
1965-03-29,Great Britain,Conservative,40.91
1965-03-29,Great Britain,Labour,48.96
1965-03-29,Great Britain,Liberal Democrats,10.14
1965-03-15,Great Britain,Conservative,41.3
1965-03-15,Great Britain,Labour,48.61
1965-03-15,Great Britain,Liberal Democrats,10.1
1965-02-28,Great Britain,Conservative,41.62
1965-02-28,Great Britain,Labour,48.22
1965-02-28,Great Britain,Liberal Democrats,10.16
1965-02-16,Great Britain,Conservative,41.67
1965-02-16,Great Britain,Labour,48.31
1965-02-16,Great Britain,Liberal Democrats,10.03
1965-01-31,Great Britain,Conservative,41.7
1965-01-31,Great Britain,Labour,48.29
1965-01-31,Great Britain,Liberal Democrats,10.01
1965-01-11,Great Britain,Conservative,41.85
1965-01-11,Great Britain,Labour,48.19
1965-01-11,Great Britain,Liberal Democrats,9.97
1964-12-31,Great Britain,Conservative,42.21
1964-12-31,Great Britain,Labour,47.87
1964-12-31,Great Britain,Liberal Democrats,9.92
1964-12-07,Great Britain,Conservative,42.63
1964-12-07,Great Britain,Labour,47.6
1964-12-07,Great Britain,Liberal Democrats,9.77
1964-11-30,Great Britain,Conservative,43.01
1964-11-30,Great Britain,Labour,47.59
1964-11-30,Great Britain,Liberal Democrats,9.4
1964-11-22,Great Britain,Conservative,43.44
1964-11-22,Great Britain,Labour,47.38
1964-11-22,Great Britain,Liberal Democrats,9.19
1964-11-08,Great Britain,Conservative,44.11
1964-11-08,Great Britain,Labour,46.85
1964-11-08,Great Britain,Liberal Democrats,9.04
1964-10-26,Great Britain,Conservative,44.51
1964-10-26,Great Britain,Labour,46.77
1964-10-26,Great Britain,Liberal Democrats,8.72
1964-10-14,Great Britain,Conservative,45.2
1964-10-14,Great Britain,Labour,46.4
1964-10-14,Great Britain,Liberal Democrats,8.39
1964-10-13,Great Britain,Conservative,45.53
1964-10-13,Great Britain,Labour,46.26
1964-10-13,Great Britain,Liberal Democrats,8.21
1964-10-12,Great Britain,Conservative,45.64
1964-10-12,Great Britain,Labour,46.13
1964-10-12,Great Britain,Liberal Democrats,8.22
1964-10-10,Great Britain,Conservative,45.69
1964-10-10,Great Britain,Labour,46.33
1964-10-10,Great Britain,Liberal Democrats,7.98
1964-10-09,Great Britain,Conservative,45.58
1964-10-09,Great Britain,Labour,46.46
1964-10-09,Great Britain,Liberal Democrats,7.96
1964-10-08,Great Britain,Conservative,45.59
1964-10-08,Great Britain,Labour,46.35
1964-10-08,Great Britain,Liberal Democrats,8.05
1964-10-06,Great Britain,Conservative,45.54
1964-10-06,Great Britain,Labour,46.47
1964-10-06,Great Britain,Liberal Democrats,7.99
1964-10-05,Great Britain,Conservative,45.32
1964-10-05,Great Britain,Labour,46.83
1964-10-05,Great Britain,Liberal Democrats,7.85
1964-10-03,Great Britain,Conservative,45.28
1964-10-03,Great Britain,Labour,47.18
1964-10-03,Great Britain,Liberal Democrats,7.54
1964-10-01,Great Britain,Conservative,45.4
1964-10-01,Great Britain,Labour,47.15
1964-10-01,Great Britain,Liberal Democrats,7.45
1964-09-30,Great Britain,Conservative,45.22
1964-09-30,Great Britain,Labour,47.22
1964-09-30,Great Britain,Liberal Democrats,7.56
1964-09-28,Great Britain,Conservative,45.02
1964-09-28,Great Britain,Labour,47.35
1964-09-28,Great Britain,Liberal Democrats,7.63
1964-09-27,Great Britain,Conservative,44.99
1964-09-27,Great Britain,Labour,47.57
1964-09-27,Great Britain,Liberal Democrats,7.44
1964-09-26,Great Britain,Conservative,44.87
1964-09-26,Great Britain,Labour,47.52
1964-09-26,Great Britain,Liberal Democrats,7.61
1964-09-22,Great Britain,Conservative,44.49
1964-09-22,Great Britain,Labour,47.72
1964-09-22,Great Britain,Liberal Democrats,7.8
1964-09-20,Great Britain,Conservative,44.06
1964-09-20,Great Britain,Labour,48.11
1964-09-20,Great Britain,Liberal Democrats,7.83
1964-09-13,Great Britain,Conservative,43.93
1964-09-13,Great Britain,Labour,48.29
1964-09-13,Great Britain,Liberal Democrats,7.78
1964-09-09,Great Britain,Conservative,43.44
1964-09-09,Great Britain,Labour,48.58
1964-09-09,Great Britain,Liberal Democrats,7.98
1964-09-06,Great Britain,Conservative,43.47
1964-09-06,Great Britain,Labour,48.69
1964-09-06,Great Britain,Liberal Democrats,7.84
1964-09-04,Great Britain,Conservative,43.12
1964-09-04,Great Britain,Labour,49.14
1964-09-04,Great Britain,Liberal Democrats,7.74
1964-09-01,Great Britain,Conservative,43.05
1964-09-01,Great Britain,Labour,49.1
1964-09-01,Great Britain,Liberal Democrats,7.85
1964-08-25,Great Britain,Conservative,43.09
1964-08-25,Great Britain,Labour,49.12
1964-08-25,Great Britain,Liberal Democrats,7.79
1964-08-23,Great Britain,Conservative,42.89
1964-08-23,Great Britain,Labour,49.14
1964-08-23,Great Britain,Liberal Democrats,7.97
1964-08-18,Great Britain,Conservative,42.26
1964-08-18,Great Britain,Labour,49.53
1964-08-18,Great Britain,Liberal Democrats,8.21
1964-08-11,Great Britain,Conservative,42.35
1964-08-11,Great Britain,Labour,49.52
1964-08-11,Great Britain,Liberal Democrats,8.13
1964-08-09,Great Britain,Conservative,42.37
1964-08-09,Great Britain,Labour,49.39
1964-08-09,Great Britain,Liberal Democrats,8.24
1964-08-04,Great Britain,Conservative,41.86
1964-08-04,Great Britain,Labour,49.7
1964-08-04,Great Britain,Liberal Democrats,8.44
1964-07-28,Great Britain,Conservative,41.81
1964-07-28,Great Britain,Labour,49.79
1964-07-28,Great Britain,Liberal Democrats,8.4
1964-07-21,Great Britain,Conservative,41.8
1964-07-21,Great Britain,Labour,49.73
1964-07-21,Great Britain,Liberal Democrats,8.47
1964-07-19,Great Britain,Conservative,41.51
1964-07-19,Great Britain,Labour,49.84
1964-07-19,Great Britain,Liberal Democrats,8.65
1964-07-07,Great Britain,Conservative,40.89
1964-07-07,Great Britain,Labour,50.32
1964-07-07,Great Britain,Liberal Democrats,8.79
1964-07-05,Great Britain,Conservative,41.06
1964-07-05,Great Britain,Labour,50.28
1964-07-05,Great Britain,Liberal Democrats,8.66
1964-06-30,Great Britain,Conservative,40.51
1964-06-30,Great Britain,Labour,50.58
1964-06-30,Great Britain,Liberal Democrats,8.91
1964-06-23,Great Britain,Conservative,40.33
1964-06-23,Great Britain,Labour,50.61
1964-06-23,Great Britain,Liberal Democrats,9.06
1964-06-21,Great Britain,Conservative,40.08
1964-06-21,Great Britain,Labour,50.85
1964-06-21,Great Britain,Liberal Democrats,9.07
1964-06-16,Great Britain,Conservative,40.01
1964-06-16,Great Britain,Labour,50.75
1964-06-16,Great Britain,Liberal Democrats,9.24
1964-06-09,Great Britain,Conservative,39.67
1964-06-09,Great Britain,Labour,50.74
1964-06-09,Great Britain,Liberal Democrats,9.59
1964-06-07,Great Britain,Conservative,39.81
1964-06-07,Great Britain,Labour,50.66
1964-06-07,Great Britain,Liberal Democrats,9.53
1964-06-02,Great Britain,Conservative,39.51
1964-06-02,Great Britain,Labour,50.67
1964-06-02,Great Britain,Liberal Democrats,9.82
1964-05-26,Great Britain,Conservative,39.36
1964-05-26,Great Britain,Labour,50.81
1964-05-26,Great Britain,Liberal Democrats,9.82
1964-05-24,Great Britain,Conservative,39.56
1964-05-24,Great Britain,Labour,50.71
1964-05-24,Great Britain,Liberal Democrats,9.73
1964-05-19,Great Britain,Conservative,39.31
1964-05-19,Great Britain,Labour,50.52
1964-05-19,Great Britain,Liberal Democrats,10.17
1964-05-12,Great Britain,Conservative,39.02
1964-05-12,Great Britain,Labour,50.66
1964-05-12,Great Britain,Liberal Democrats,10.32
1964-05-05,Great Britain,Conservative,39.28
1964-05-05,Great Britain,Labour,50.5
1964-05-05,Great Britain,Liberal Democrats,10.22
1964-05-03,Great Britain,Conservative,39.59
1964-05-03,Great Britain,Labour,50.0
1964-05-03,Great Britain,Liberal Democrats,10.41
1964-04-28,Great Britain,Conservative,39.7
1964-04-28,Great Britain,Labour,49.68
1964-04-28,Great Britain,Liberal Democrats,10.62
1964-04-21,Great Britain,Conservative,39.94
1964-04-21,Great Britain,Labour,49.37
1964-04-21,Great Britain,Liberal Democrats,10.69
1964-04-19,Great Britain,Conservative,40.05
1964-04-19,Great Britain,Labour,49.22
1964-04-19,Great Britain,Liberal Democrats,10.73
1964-04-14,Great Britain,Conservative,40.08
1964-04-14,Great Britain,Labour,48.95
1964-04-14,Great Britain,Liberal Democrats,10.97
1964-04-07,Great Britain,Conservative,39.88
1964-04-07,Great Britain,Labour,49.04
1964-04-07,Great Britain,Liberal Democrats,11.08
1964-04-05,Great Britain,Conservative,39.94
1964-04-05,Great Britain,Labour,48.97
1964-04-05,Great Britain,Liberal Democrats,11.09
1964-03-31,Great Britain,Conservative,39.93
1964-03-31,Great Britain,Labour,48.67
1964-03-31,Great Britain,Liberal Democrats,11.4
1964-03-24,Great Britain,Conservative,39.99
1964-03-24,Great Britain,Labour,48.54
1964-03-24,Great Britain,Liberal Democrats,11.47
1964-03-22,Great Britain,Conservative,40.1
1964-03-22,Great Britain,Labour,48.49
1964-03-22,Great Britain,Liberal Democrats,11.41
1964-03-17,Great Britain,Conservative,39.87
1964-03-17,Great Britain,Labour,48.48
1964-03-17,Great Britain,Liberal Democrats,11.64
1964-03-10,Great Britain,Conservative,39.76
1964-03-10,Great Britain,Labour,48.74
1964-03-10,Great Britain,Liberal Democrats,11.5
1964-03-09,Great Britain,Conservative,40.05
1964-03-09,Great Britain,Labour,48.72
1964-03-09,Great Britain,Liberal Democrats,11.23
1964-03-03,Great Britain,Conservative,39.87
1964-03-03,Great Britain,Labour,48.59
1964-03-03,Great Britain,Liberal Democrats,11.54
1964-02-25,Great Britain,Conservative,39.82
1964-02-25,Great Britain,Labour,48.61
1964-02-25,Great Britain,Liberal Democrats,11.57
1964-02-18,Great Britain,Conservative,39.5
1964-02-18,Great Britain,Labour,48.9
1964-02-18,Great Britain,Liberal Democrats,11.6
1964-02-16,Great Britain,Conservative,39.54
1964-02-16,Great Britain,Labour,48.92
1964-02-16,Great Britain,Liberal Democrats,11.54
1964-02-11,Great Britain,Conservative,39.3
1964-02-11,Great Britain,Labour,48.91
1964-02-11,Great Britain,Liberal Democrats,11.79
1964-02-04,Great Britain,Conservative,39.1
1964-02-04,Great Britain,Labour,49.04
1964-02-04,Great Britain,Liberal Democrats,11.87
1964-01-28,Great Britain,Conservative,39.1
1964-01-28,Great Britain,Labour,48.96
1964-01-28,Great Britain,Liberal Democrats,11.94
1964-01-21,Great Britain,Conservative,39.29
1964-01-21,Great Britain,Labour,48.97
1964-01-21,Great Britain,Liberal Democrats,11.73
1964-01-14,Great Britain,Conservative,38.92
1964-01-14,Great Britain,Labour,49.08
1964-01-14,Great Britain,Liberal Democrats,12.0
1964-01-12,Great Britain,Conservative,38.66
1964-01-12,Great Britain,Labour,49.01
1964-01-12,Great Britain,Liberal Democrats,12.33
1964-01-07,Great Britain,Conservative,38.51
1964-01-07,Great Britain,Labour,48.87
1964-01-07,Great Britain,Liberal Democrats,12.62
1963-12-16,Great Britain,Conservative,38.11
1963-12-16,Great Britain,Labour,48.93
1963-12-16,Great Britain,Liberal Democrats,12.96
1963-12-15,Great Britain,Conservative,37.86
1963-12-15,Great Britain,Labour,48.97
1963-12-15,Great Britain,Liberal Democrats,13.17
1963-12-09,Great Britain,Conservative,37.36
1963-12-09,Great Britain,Labour,49.0
1963-12-09,Great Britain,Liberal Democrats,13.64
1963-12-03,Great Britain,Conservative,37.32
1963-12-03,Great Britain,Labour,49.05
1963-12-03,Great Britain,Liberal Democrats,13.63
1963-11-26,Great Britain,Conservative,37.05
1963-11-26,Great Britain,Labour,49.17
1963-11-26,Great Britain,Liberal Democrats,13.78
1963-11-17,Great Britain,Conservative,36.7
1963-11-17,Great Britain,Labour,49.26
1963-11-17,Great Britain,Liberal Democrats,14.03
1963-11-05,Great Britain,Conservative,36.73
1963-11-05,Great Britain,Labour,49.23
1963-11-05,Great Britain,Liberal Democrats,14.05
1963-10-28,Great Britain,Conservative,36.37
1963-10-28,Great Britain,Labour,49.45
1963-10-28,Great Britain,Liberal Democrats,14.19
1963-10-22,Great Britain,Conservative,36.59
1963-10-22,Great Britain,Labour,49.25
1963-10-22,Great Britain,Liberal Democrats,14.16
1963-10-20,Great Britain,Conservative,36.3
1963-10-20,Great Britain,Labour,49.47
1963-10-20,Great Britain,Liberal Democrats,14.23
1963-10-08,Great Britain,Conservative,35.85
1963-10-08,Great Britain,Labour,49.71
1963-10-08,Great Britain,Liberal Democrats,14.44
1963-10-01,Great Britain,Conservative,35.91
1963-10-01,Great Britain,Labour,49.87
1963-10-01,Great Britain,Liberal Democrats,14.22
1963-09-22,Great Britain,Conservative,35.7
1963-09-22,Great Britain,Labour,50.21
1963-09-22,Great Britain,Liberal Democrats,14.08
1963-09-10,Great Britain,Conservative,35.28
1963-09-10,Great Britain,Labour,50.61
1963-09-10,Great Britain,Liberal Democrats,14.11
1963-09-03,Great Britain,Conservative,35.47
1963-09-03,Great Britain,Labour,50.36
1963-09-03,Great Britain,Liberal Democrats,14.17
1963-08-27,Great Britain,Conservative,35.49
1963-08-27,Great Britain,Labour,50.27
1963-08-27,Great Britain,Liberal Democrats,14.24
1963-08-25,Great Britain,Conservative,35.65
1963-08-25,Great Britain,Labour,50.18
1963-08-25,Great Britain,Liberal Democrats,14.17
1963-08-06,Great Britain,Conservative,35.31
1963-08-06,Great Britain,Labour,50.36
1963-08-06,Great Britain,Liberal Democrats,14.33
1963-07-30,Great Britain,Conservative,35.13
1963-07-30,Great Britain,Labour,50.25
1963-07-30,Great Britain,Liberal Democrats,14.62
1963-07-29,Great Britain,Conservative,35.26
1963-07-29,Great Britain,Labour,50.06
1963-07-29,Great Britain,Liberal Democrats,14.68
1963-07-23,Great Britain,Conservative,34.97
1963-07-23,Great Britain,Labour,49.91
1963-07-23,Great Britain,Liberal Democrats,15.12
1963-07-22,Great Britain,Conservative,35.14
1963-07-22,Great Britain,Labour,49.36
1963-07-22,Great Britain,Liberal Democrats,15.51
1963-07-10,Great Britain,Conservative,34.93
1963-07-10,Great Britain,Labour,49.02
1963-07-10,Great Britain,Liberal Democrats,16.05
1963-07-02,Great Britain,Conservative,35.29
1963-07-02,Great Britain,Labour,48.66
1963-07-02,Great Britain,Liberal Democrats,16.05
1963-06-26,Great Britain,Conservative,35.7
1963-06-26,Great Britain,Labour,47.96
1963-06-26,Great Britain,Liberal Democrats,16.34
1963-06-14,Great Britain,Conservative,35.62
1963-06-14,Great Britain,Labour,47.52
1963-06-14,Great Britain,Liberal Democrats,16.86
1963-06-04,Great Britain,Conservative,35.89
1963-06-04,Great Britain,Labour,47.07
1963-06-04,Great Britain,Liberal Democrats,17.03
1963-05-17,Great Britain,Conservative,35.95
1963-05-17,Great Britain,Labour,46.58
1963-05-17,Great Britain,Liberal Democrats,17.47
1963-04-10,Great Britain,Conservative,35.81
1963-04-10,Great Britain,Labour,46.3
1963-04-10,Great Britain,Liberal Democrats,17.9
1963-04-09,Great Britain,Conservative,35.96
1963-04-09,Great Britain,Labour,45.66
1963-04-09,Great Britain,Liberal Democrats,18.37
1963-03-12,Great Britain,Conservative,36.08
1963-03-12,Great Britain,Labour,45.02
1963-03-12,Great Britain,Liberal Democrats,18.91
1963-02-05,Great Britain,Conservative,36.22
1963-02-05,Great Britain,Labour,44.4
1963-02-05,Great Britain,Liberal Democrats,19.37
1963-01-18,Great Britain,Conservative,36.45
1963-01-18,Great Britain,Labour,43.77
1963-01-18,Great Britain,Liberal Democrats,19.78
1962-12-21,Great Britain,Conservative,36.44
1962-12-21,Great Britain,Labour,43.19
1962-12-21,Great Britain,Liberal Democrats,20.37
1962-11-24,Great Britain,Conservative,36.18
1962-11-24,Great Britain,Labour,42.86
1962-11-24,Great Britain,Liberal Democrats,20.96
1962-11-16,Great Britain,Conservative,36.08
1962-11-16,Great Britain,Labour,42.55
1962-11-16,Great Britain,Liberal Democrats,21.37
1962-11-09,Great Britain,Conservative,36.31
1962-11-09,Great Britain,Labour,42.63
1962-11-09,Great Britain,Liberal Democrats,21.06
1962-10-20,Great Britain,Conservative,36.36
1962-10-20,Great Britain,Labour,42.29
1962-10-20,Great Britain,Liberal Democrats,21.35
1962-10-15,Great Britain,Conservative,36.49
1962-10-15,Great Britain,Labour,42.31
1962-10-15,Great Britain,Liberal Democrats,21.2
1962-09-26,Great Britain,Conservative,36.76
1962-09-26,Great Britain,Labour,42.24
1962-09-26,Great Britain,Liberal Democrats,21.0
1962-09-19,Great Britain,Conservative,36.94
1962-09-19,Great Britain,Labour,41.88
1962-09-19,Great Britain,Liberal Democrats,21.18
1962-08-10,Great Britain,Conservative,37.48
1962-08-10,Great Britain,Labour,41.74
1962-08-10,Great Britain,Liberal Democrats,20.79
1962-07-25,Great Britain,Conservative,38.16
1962-07-25,Great Britain,Labour,41.77
1962-07-25,Great Britain,Liberal Democrats,20.06
1962-07-11,Great Britain,Conservative,38.45
1962-07-11,Great Britain,Labour,42.13
1962-07-11,Great Britain,Liberal Democrats,19.41
1962-07-04,Great Britain,Conservative,38.8
1962-07-04,Great Britain,Labour,42.51
1962-07-04,Great Britain,Liberal Democrats,18.69
1962-06-06,Great Britain,Conservative,39.01
1962-06-06,Great Britain,Labour,42.65
1962-06-06,Great Britain,Liberal Democrats,18.34
1962-05-19,Great Britain,Conservative,39.59
1962-05-19,Great Britain,Labour,42.8
1962-05-19,Great Britain,Liberal Democrats,17.6
1962-04-16,Great Britain,Conservative,40.24
1962-04-16,Great Britain,Labour,42.84
1962-04-16,Great Britain,Liberal Democrats,16.92
1962-03-21,Great Britain,Conservative,41.07
1962-03-21,Great Britain,Labour,42.8
1962-03-21,Great Britain,Liberal Democrats,16.12
1962-03-07,Great Britain,Conservative,41.83
1962-03-07,Great Britain,Labour,42.84
1962-03-07,Great Britain,Liberal Democrats,15.33
1962-02-09,Great Britain,Conservative,42.17
1962-02-09,Great Britain,Labour,42.57
1962-02-09,Great Britain,Liberal Democrats,15.26
1962-01-14,Great Britain,Conservative,42.47
1962-01-14,Great Britain,Labour,42.55
1962-01-14,Great Britain,Liberal Democrats,14.98
1961-12-06,Great Britain,Conservative,42.69
1961-12-06,Great Britain,Labour,42.51
1961-12-06,Great Britain,Liberal Democrats,14.8
1961-11-16,Great Britain,Conservative,43.34
1961-11-16,Great Britain,Labour,42.11
1961-11-16,Great Britain,Liberal Democrats,14.55
1961-11-07,Great Britain,Conservative,43.81
1961-11-07,Great Britain,Labour,42.12
1961-11-07,Great Britain,Liberal Democrats,14.07
1961-09-16,Great Britain,Conservative,44.41
1961-09-16,Great Britain,Labour,41.68
1961-09-16,Great Britain,Liberal Democrats,13.92
1961-09-04,Great Britain,Conservative,44.69
1961-09-04,Great Britain,Labour,41.46
1961-09-04,Great Britain,Liberal Democrats,13.85
1961-09-02,Great Britain,Conservative,45.22
1961-09-02,Great Britain,Labour,41.19
1961-09-02,Great Britain,Liberal Democrats,13.59
1961-08-09,Great Britain,Conservative,45.56
1961-08-09,Great Britain,Labour,41.06
1961-08-09,Great Britain,Liberal Democrats,13.38
1961-07-05,Great Britain,Conservative,46.07
1961-07-05,Great Britain,Labour,41.03
1961-07-05,Great Britain,Liberal Democrats,12.9
1961-06-07,Great Britain,Conservative,46.2
1961-06-07,Great Britain,Labour,41.12
1961-06-07,Great Britain,Liberal Democrats,12.69
1961-05-09,Great Britain,Conservative,46.29
1961-05-09,Great Britain,Labour,41.28
1961-05-09,Great Britain,Liberal Democrats,12.43
1961-04-26,Great Britain,Conservative,46.47
1961-04-26,Great Britain,Labour,41.39
1961-04-26,Great Britain,Liberal Democrats,12.14
1961-03-31,Great Britain,Conservative,46.7
1961-03-31,Great Britain,Labour,41.59
1961-03-31,Great Britain,Liberal Democrats,11.7
1961-02-28,Great Britain,Conservative,46.92
1961-02-28,Great Britain,Labour,41.77
1961-02-28,Great Britain,Liberal Democrats,11.31
1961-01-31,Great Britain,Conservative,47.14
1961-01-31,Great Britain,Labour,41.88
1961-01-31,Great Britain,Liberal Democrats,10.98
1960-12-31,Great Britain,Conservative,47.32
1960-12-31,Great Britain,Labour,42.06
1960-12-31,Great Britain,Liberal Democrats,10.62
1960-11-29,Great Britain,Conservative,47.35
1960-11-29,Great Britain,Labour,42.53
1960-11-29,Great Britain,Liberal Democrats,10.12
1960-11-02,Great Britain,Conservative,47.53
1960-11-02,Great Britain,Labour,42.96
1960-11-02,Great Britain,Liberal Democrats,9.51
1960-09-08,Great Britain,Conservative,47.42
1960-09-08,Great Britain,Labour,43.51
1960-09-08,Great Britain,Liberal Democrats,9.08
1960-09-05,Great Britain,Conservative,47.52
1960-09-05,Great Britain,Labour,43.91
1960-09-05,Great Britain,Liberal Democrats,8.57
1960-07-27,Great Britain,Conservative,47.53
1960-07-27,Great Britain,Labour,44.27
1960-07-27,Great Britain,Liberal Democrats,8.2
1960-06-29,Great Britain,Conservative,47.64
1960-06-29,Great Britain,Labour,44.45
1960-06-29,Great Britain,Liberal Democrats,7.91
1960-05-29,Great Britain,Conservative,47.59
1960-05-29,Great Britain,Labour,44.72
1960-05-29,Great Britain,Liberal Democrats,7.69
1960-04-27,Great Britain,Conservative,47.79
1960-04-27,Great Britain,Labour,45.01
1960-04-27,Great Britain,Liberal Democrats,7.2
1960-03-25,Great Britain,Conservative,48.1
1960-03-25,Great Britain,Labour,45.13
1960-03-25,Great Britain,Liberal Democrats,6.77
1960-02-24,Great Britain,Conservative,48.08
1960-02-24,Great Britain,Labour,45.42
1960-02-24,Great Britain,Liberal Democrats,6.5
1960-01-20,Great Britain,Conservative,48.28
1960-01-20,Great Britain,Labour,45.51
1960-01-20,Great Britain,Liberal Democrats,6.21
1960-01-06,Great Britain,Conservative,48.56
1960-01-06,Great Britain,Labour,45.53
1960-01-06,Great Britain,Liberal Democrats,5.91
1959-12-31,Great Britain,Conservative,48.55
1959-12-31,Great Britain,Labour,45.5
1959-12-31,Great Britain,Liberal Democrats,5.95
1959-11-30,Great Britain,Conservative,48.76
1959-11-30,Great Britain,Labour,45.48
1959-11-30,Great Britain,Liberal Democrats,5.76
1959-10-31,Great Britain,Conservative,48.88
1959-10-31,Great Britain,Labour,45.44
1959-10-31,Great Britain,Liberal Democrats,5.68
1959-10-08,Great Britain,Conservative,49.07
1959-10-08,Great Britain,Labour,45.19
1959-10-08,Great Britain,Liberal Democrats,5.74
1959-10-06,Great Britain,Conservative,49.22
1959-10-06,Great Britain,Labour,45.1
1959-10-06,Great Britain,Liberal Democrats,5.67
1959-10-05,Great Britain,Conservative,49.16
1959-10-05,Great Britain,Labour,44.78
1959-10-05,Great Britain,Liberal Democrats,6.05
1959-10-04,Great Britain,Conservative,49.17
1959-10-04,Great Britain,Labour,44.41
1959-10-04,Great Britain,Liberal Democrats,6.43
1959-10-02,Great Britain,Conservative,49.02
1959-10-02,Great Britain,Labour,44.22
1959-10-02,Great Britain,Liberal Democrats,6.76
1959-10-01,Great Britain,Conservative,49.11
1959-10-01,Great Britain,Labour,43.88
1959-10-01,Great Britain,Liberal Democrats,7.01
1959-09-29,Great Britain,Conservative,48.89
1959-09-29,Great Britain,Labour,43.51
1959-09-29,Great Britain,Liberal Democrats,7.6
1959-09-28,Great Britain,Conservative,48.57
1959-09-28,Great Britain,Labour,43.44
1959-09-28,Great Britain,Liberal Democrats,7.99
1959-09-24,Great Britain,Conservative,48.42
1959-09-24,Great Britain,Labour,43.31
1959-09-24,Great Britain,Liberal Democrats,8.27
1959-09-22,Great Britain,Conservative,48.13
1959-09-22,Great Britain,Labour,43.49
1959-09-22,Great Britain,Liberal Democrats,8.38
1959-09-21,Great Britain,Conservative,47.58
1959-09-21,Great Britain,Labour,43.81
1959-09-21,Great Britain,Liberal Democrats,8.61
1959-09-17,Great Britain,Conservative,47.39
1959-09-17,Great Britain,Labour,44.04
1959-09-17,Great Britain,Liberal Democrats,8.57
1959-09-15,Great Britain,Conservative,47.04
1959-09-15,Great Britain,Labour,44.13
1959-09-15,Great Britain,Liberal Democrats,8.83
1959-09-14,Great Britain,Conservative,46.81
1959-09-14,Great Britain,Labour,44.07
1959-09-14,Great Britain,Liberal Democrats,9.13
1959-09-12,Great Britain,Conservative,46.43
1959-09-12,Great Britain,Labour,44.0
1959-09-12,Great Britain,Liberal Democrats,9.57
1959-09-08,Great Britain,Conservative,45.95
1959-09-08,Great Britain,Labour,43.94
1959-09-08,Great Britain,Liberal Democrats,10.11
1959-08-12,Great Britain,Conservative,45.53
1959-08-12,Great Britain,Labour,43.95
1959-08-12,Great Britain,Liberal Democrats,10.51
1959-07-27,Great Britain,Conservative,44.94
1959-07-27,Great Britain,Labour,44.04
1959-07-27,Great Britain,Liberal Democrats,11.01
1959-07-22,Great Britain,Conservative,44.39
1959-07-22,Great Britain,Labour,44.21
1959-07-22,Great Britain,Liberal Democrats,11.4
1959-07-07,Great Britain,Conservative,43.5
1959-07-07,Great Britain,Labour,44.53
1959-07-07,Great Britain,Liberal Democrats,11.97
1959-06-10,Great Britain,Conservative,42.96
1959-06-10,Great Britain,Labour,44.89
1959-06-10,Great Britain,Liberal Democrats,12.15
1959-04-15,Great Britain,Conservative,42.33
1959-04-15,Great Britain,Labour,44.98
1959-04-15,Great Britain,Liberal Democrats,12.69
1959-03-18,Great Britain,Conservative,41.97
1959-03-18,Great Britain,Labour,45.2
1959-03-18,Great Britain,Liberal Democrats,12.83
1959-02-28,Great Britain,Conservative,41.7
1959-02-28,Great Britain,Labour,45.25
1959-02-28,Great Britain,Liberal Democrats,13.05
1959-01-28,Great Britain,Conservative,41.34
1959-01-28,Great Britain,Labour,45.36
1959-01-28,Great Britain,Liberal Democrats,13.29
1959-01-14,Great Britain,Conservative,40.75
1959-01-14,Great Britain,Labour,45.52
1959-01-14,Great Britain,Liberal Democrats,13.73
1958-11-30,Great Britain,Conservative,40.39
1958-11-30,Great Britain,Labour,45.78
1958-11-30,Great Britain,Liberal Democrats,13.84
1958-10-14,Great Britain,Conservative,39.7
1958-10-14,Great Britain,Labour,46.25
1958-10-14,Great Britain,Liberal Democrats,14.05
1958-09-23,Great Britain,Conservative,38.82
1958-09-23,Great Britain,Labour,46.98
1958-09-23,Great Britain,Liberal Democrats,14.19
1958-08-06,Great Britain,Conservative,38.67
1958-08-06,Great Britain,Labour,47.45
1958-08-06,Great Britain,Liberal Democrats,13.88
1958-06-25,Great Britain,Conservative,38.62
1958-06-25,Great Britain,Labour,48.0
1958-06-25,Great Britain,Liberal Democrats,13.38
1958-06-06,Great Britain,Conservative,38.77
1958-06-06,Great Britain,Labour,48.53
1958-06-06,Great Britain,Liberal Democrats,12.7
1958-05-07,Great Britain,Conservative,38.93
1958-05-07,Great Britain,Labour,48.94
1958-05-07,Great Britain,Liberal Democrats,12.13
1958-04-23,Great Britain,Conservative,39.41
1958-04-23,Great Britain,Labour,49.32
1958-04-23,Great Britain,Liberal Democrats,11.28
1958-02-19,Great Britain,Conservative,39.72
1958-02-19,Great Britain,Labour,49.46
1958-02-19,Great Britain,Liberal Democrats,10.82
